aluno_id,curso,periodo_atual,habilitacao,bairro,cidade,uf,faixa_idade,matriculado,mes_cadastro
ALU_40f4c12110,Administração,11,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-03
ALU_0dcfa4db01,Ciências Econômicas,3,Bac Em Ciências Econômicas,Icarai,Niteroi,RJ,,S,2025-03
ALU_f9b6678ed3,Relacões Internacionais,5,Bac Relacões Internacionais,Flamengo,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_09b9a033e5,Administração,17,Bacharelado Em Administração,Gavea,Rio De Janeiro,RJ,,S,2025-03
ALU_48c5fa9db1,Ciências Biológicas,3,Bac Em Ciências Biológicas,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-03
ALU_52c77af41d,Pos-Graduacao Em Geografia,3,Mestrado Em Geografia,Nova Piam,Belford Roxo,RJ,23-25,S,2025-03
ALU_765c9b78c6,Estudos De Mídia,13,Bacharelado Estudos De Mídia,Leblon,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_1147777dfe,Direito,3,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_bc5e8ce879,Pos-Graduacao Em Historia,3,Mestrado Em Historia,Botafogo,Rio De Janeiro,RJ,,S,2025-03
ALU_0b0059e938,Design,3,Bacharelado Em Design,Catete,Rio De Janeiro,RJ,,S,2025-03
ALU_c9e63efe0e,Engenharia,11,Bac Engenharia De Computação,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_ce36f877f3,Design,6,Bacharelado Em Design,Tomazinho,Sao Joao De Meriti,RJ,23-25,S,2025-03
ALU_c1e84c934e,Administração,7,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,,S,2025-03
ALU_15dd6f8f4b,Engenharia,13,Bac Em Engenharia De Produção,Botafogo,Rio De Janeiro,RJ,,S,2025-03
ALU_8617938d2e,Pos-Graduacao Em Informatica,3,Mestrado Em Informatica,Centro,Belford Roxo,RJ,26-30,S,2025-03
ALU_d1281f82a4,Ciência Da Computação,9,Bac Ciência Da Computação,Icarai,Niteroi,RJ,23-25,S,2025-03
ALU_4f321a9cfb,Administração,5,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_7b663e33db,Relacões Internacionais,9,Bac Relacões Internacionais,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_65b1d6ca9e,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_b9459cae99,Letras,4,"Bac Letras, Prod Textual",Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-03
ALU_cdb835e1fa,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-03
ALU_846ba1536d,Administração,9,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2025-03
ALU_80c8fd69bd,Engenharia,6,Bac Em Engenharia Mecânica,Anil,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_57818f621f,Ciência Da Computação,9,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_45a96bd960,Direito,9,Bacharelado Em Direito,Laranjeiras,Rio De Janeiro,RJ,,S,2025-03
ALU_918788e465,Psicologia,6,Bacharelado Em Psicologia,Taquara,Rio De Janeiro,RJ,,S,2025-03
ALU_e466a3fc1c,Relacões Internacionais,7,Bac Relacões Internacionais,Sao Francisco,Niteroi,RJ,23-25,S,2025-03
ALU_1e37d5d22f,Direito,11,Bacharelado Em Direito,Copacabana,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_b58c0d64a6,Pos-Gra Cien Conser E Sustentabilidade,3,Mes Prof Cie Sustentabilidade,Andarai,Rio De Janeiro,RJ,30+,S,2025-03
ALU_79b707efd6,Jornalismo,3,Bacharelado Em Jornalismo,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2025-03
ALU_5184df800d,Design,6,Bacharelado Em Design,Higienopolis,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_a0977f9316,Engenharia,3,Bac Engenharia De Computação,Gavea,Rio De Janeiro,RJ,,S,2025-03
ALU_068613f6f6,Engenharia,11,Bac Em Engenharia De Produção,Lagoa,Rio De Janeiro,RJ,,S,2025-03
ALU_ddd81bc750,Jornalismo,3,Bacharelado Em Jornalismo,Barra Da Tijuca,Rio De Janeiro,RJ,<=19,S,2025-03
ALU_4712fecbf3,Engenharia,11,Bac Em Engenharia Civil,Leblon,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_3b28bded65,Jornalismo,4,Bacharelado Em Jornalismo,Rocha,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_64597584ed,Jornalismo,3,Bacharelado Em Jornalismo,Jacarepagua,Rio De Janeiro,RJ,,S,2025-03
ALU_30d976a8c1,Direito,7,Bacharelado Em Direito,Ipanema,Rio De Janeiro,RJ,,S,2025-03
ALU_f277a5fbf1,Engenharia,4,Bac Em Engenharia Elétrica,,Colombes,RJ,,S,2025-03
ALU_7deac05376,Jornalismo,5,Bacharelado Em Jornalismo,Vila Da Penha,Rio De Janeiro,RJ,,S,2025-03
ALU_7276cd5ca4,Jornalismo,5,Bacharelado Em Jornalismo,Freguesia De Jacarepagua,Rio De Janeiro,RJ,,S,2025-03
ALU_0aa52809f3,Jornalismo,4,Bacharelado Em Jornalismo,Urca,Rio De Janeiro,RJ,,S,2025-03
ALU_e223e538d0,Jornalismo,5,Bacharelado Em Jornalismo,Freguesia - Jacarepagua,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_9b8e96262f,Jornalismo,6,Bacharelado Em Jornalismo,Gavea,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_d46ffa7b1d,Administração,8,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_33e6955d54,Ciências Econômicas,7,Bac Em Ciências Econômicas,Barra,Rio De Janeiro,RJ,20-22,N,2025-03
ALU_80aebc6dc8,Psicologia,11,Bacharelado Em Psicologia,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_35e22387fa,Direito,5,Bacharelado Em Direito,Humaita,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_dff3d1b475,Pos-Graduacao Em Geografia,5,Mestrado Em Geografia,Morin,Petropolis,RJ,,S,2025-03
ALU_23d73b0736,Ciências Econômicas,9,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_7e59df7179,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Icarai,Niteroi,RJ,20-22,S,2025-03
ALU_5671869ba0,Administração,9,Bacharelado Em Administração,Icarai,Niteroi,RJ,23-25,S,2025-03
ALU_e4787a9e49,Psicologia,4,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_d8b17d1a27,Direito,7,Bacharelado Em Direito,Cidade De Deus,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_47e50f3898,Direito,5,Bacharelado Em Direito,Itanhanga,Rio De Janeiro,RJ,,S,2025-03
ALU_8dc8ce59e7,Administração,6,Bacharelado Em Administração,Botaogo,Rio De Janeiro,RJ,26-30,S,2025-03
ALU_5e29d4b811,Engenharia,19,Bac Em Engenharia De Produção,Centro,Rio De Janeiro,RJ,,S,2025-03
ALU_c7875d1223,Administração,14,Bacharelado Em Administração,Meireles,Fortaleza,CE,,S,2025-03
ALU_d3d88d1fea,Relacões Internacionais,7,Bac Relacões Internacionais,Flamengo,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_d3bbf3e0a9,Engenharia,19,Bac Em Engenharia Elétrica,Barra Da Tijuca,Rio De Janeiro,RJ,26-30,S,2025-03
ALU_66cb25315c,Ciências Econômicas,9,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_a1846ffe4a,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_9f8bdc107e,Jornalismo,3,Bacharelado Em Jornalismo,Leme,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_ceb83646dc,Design,6,Bacharelado Em Design,Gavea,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_742ea2e49c,Direito,5,Bacharelado Em Direito,Tijuca,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_e92ff16463,Direito,6,Bacharelado Em Direito,Vila Da Penha,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_e7e833a867,Psicologia,4,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_b43ec480a2,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Gavea,Rio De Janeiro,RJ,,S,2025-03
ALU_6cdfe57cd0,Administração,9,Bacharelado Em Administração,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_b1bfd1ae47,Administração,4,Bacharelado Em Administração,Anchieta,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_6b30424471,Jornalismo,6,Bacharelado Em Jornalismo,Ramos,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_e6b96111bc,Estudos De Mídia,8,Bacharelado Estudos De Mídia,Recreio,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_726530214a,Ciência Da Computação,5,Bac Ciência Da Computação,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_2185d38ea6,Estudos De Mídia,12,Bacharelado Estudos De Mídia,Tomás Coelho,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_4ad7a72f61,S/E - Sem Especificacao,3,,,Creteil,RJ,26-30,S,2025-03
ALU_c81ee45e00,Filosofia,3,Bacharelado Em Filosofia,Sepetiba,Rio De Janeiro,RJ,30+,S,2025-03
ALU_81f0874706,Engenharia,9,Bac Em Engenharia Civil,Botafogo,Rio De Janeiro,RJ,,S,2025-03
ALU_a647bfaad7,Direito,5,Bacharelado Em Direito,Jacarepagua,Rio De Janeiro,RJ,30+,S,2025-03
ALU_53ee61e28f,Administração,7,Bacharelado Em Administração,Barra,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_c2811d1fce,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_fb360bf174,Design,9,Bacharelado Em Design,Jardim Botanico,Rio De Janeiro,RJ,,S,2025-03
ALU_07830095ff,Direito,6,Bacharelado Em Direito,Cachambi,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_e1e3bfde31,Pos-Graduacao Em Estudos Da Linguagem,3,Doutorado Em Letras,Vista Alegre,Nova Iguacu,RJ,30+,S,2025-03
ALU_ac48e07d98,Direito,6,Bacharelado Em Direito,",Santa Rosa",Niteroi,RJ,20-22,S,2025-03
ALU_09a29686ee,"Pos-Grad Liter,Cult E Contemporaneidade",3,Doutorado Em Letras,Pilar,Duque De Caxias,RJ,,S,2025-03
ALU_bc2911e195,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-03
ALU_d94a519fdb,Direito,16,Bacharelado Em Direito,Leblon,Rio De Janeiro,RJ,30+,S,2025-03
ALU_7b9a90eeb9,Ciências Econômicas,9,Bac Em Ciências Econômicas,Sao Conrado,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_a3b3e6f2dc,Pos-Graduacao Em Teologia,10,Doutorado Em Teologia,Sao Cristovao,Rio De Janeiro,RJ,,S,2025-03
ALU_ed90f785ea,Pos-Graduacao Em Design,3,Mestrado Em Design,Guaratiba,Rio De Janeiro,RJ,,S,2025-03
ALU_989dedb300,Psicologia,10,Bacharelado Em Psicologia,Humaitá,Rio De Janeiro,RJ,23-25,S,2025-03
ALU_b666334662,Jornalismo,5,Bacharelado Em Jornalismo,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_4b4b1d42e7,Design,6,Bacharelado Em Design,Vila Sao Luis,Duque De Caxias,RJ,,S,2025-03
ALU_fd0bd2c02b,Psicologia,5,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-03
ALU_1d70e9943c,Administração,9,Bacharelado Em Administração,B Tijuca,Rio De Janeiro,RJ,,S,2025-03
ALU_e7167789e1,Direito,5,Bacharelado Em Direito,Freguesia,Rio De Janeiro,RJ,,S,2025-04
ALU_ecb21224bd,Engenharia,7,Bac Engenharia De Computação,Leme,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_90ef4055ac,Direito,5,Bacharelado Em Direito,Icaraí,Niterói,RJ,20-22,S,2025-04
ALU_d62df0299f,Direito,5,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_96754e9e0a,Engenharia,13,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_18197f4722,Direito,7,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,,S,2025-04
ALU_61d3598821,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Rocinha,Rio De Janeiro,RJ,<=19,S,2025-04
ALU_b19e8d4e29,Estudos De Mídia,11,Bacharelado Estudos De Mídia,Leblon,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_de3b055812,Administração,12,Bacharelado Em Administração,Laranjeiras,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_3f51a39b1a,Direito,4,Bacharelado Em Direito,Volta Grande 2,Volta Redonda,RJ,20-22,S,2025-04
ALU_9491135207,Jornalismo,3,Bacharelado Em Jornalismo,Catete,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_426f0f970c,Direito,4,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_4148798a88,Engenharia,6,Bac Em Engenharia De Produção,Iraja,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_f401e3a7f9,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Jardim Botanico,Rio De Janeiro,RJ,<=19,S,2025-04
ALU_2c4addc7bb,Design,7,Bacharelado Em Design,Taquara,Rio De Janeiro,RJ,,S,2025-04
ALU_6da3ebc3ce,Design,32,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,30+,S,2025-04
ALU_8905700d73,Design,7,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_42d804536a,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_dcdceda136,Engenharia,11,Bac Em Engenharia De Produção,Laranjeiras,Rio De Janeiro,RJ,,S,2025-04
ALU_6e35923a99,Design,7,Bacharelado Em Design,Icarai,Niteroi,RJ,20-22,S,2025-04
ALU_a91dab3752,Estudos De Mídia,17,Bacharelado Estudos De Mídia,Leblon,Rio De Janeiro,RJ,26-30,S,2025-04
ALU_8c85c34952,Ciências Econômicas,9,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,,S,2025-04
ALU_3dd2a0dc3c,Design,7,Bacharelado Em Design,Grajau,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_bd5f70998f,Direito,11,Bacharelado Em Direito,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2025-04
ALU_bd38cff8ff,Design,7,Bacharelado Em Design,Leme,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_bf5bca87b0,Design,5,Bacharelado Em Design,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_a19c28d943,Direito,3,Bacharelado Em Direito,Quintino Bocaiuva,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_7a6e045009,Direito,5,Bacharelado Em Direito,Flamengo,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_e36b5452f2,Direito,3,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_f81ae6d2b9,Engenharia,3,Bac Em Engenharia De Produção,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_f4a2d3dc58,Engenharia,9,Bac Em Engenharia De Produção,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_fdd8dbc355,Direito,4,Bacharelado Em Direito,Andarai,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_42cd239e5c,Direito,4,Bacharelado Em Direito,Botafogo,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_f6be00e23e,Relacões Internacionais,9,Bac Relacões Internacionais,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_e83516fd1b,Direito,3,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_ac040096c9,Design,5,Bacharelado Em Design,Leblon,Rio De Janeiro,RJ,,S,2025-04
ALU_faeaa4e9e4,Design,5,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_497f683168,Teologia,5,Bacharelado Em Teologia,Rio Comprido,Rio De Janeiro,RJ,,S,2025-04
ALU_b5c3c44737,Pos-Graduacao Relacoes Internacionais,6,Mest Anali Gestao Pol Interna,Copacabana,Rio De Janeiro,RJ,26-30,S,2025-04
ALU_a86b971b23,Jornalismo,5,Bacharelado Em Jornalismo,Ilha Do Governador,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_3c78d4fc4a,Direito,7,Bacharelado Em Direito,Cachambi,Rio De Janeiro,RJ,,S,2025-04
ALU_06121b5586,Design,10,Bacharelado Em Design,Recreio Dos Bandeirantes,Nova Iguacu,RJ,23-25,S,2025-04
ALU_01b37d5f16,Jornalismo,9,Bacharelado Em Jornalismo,Copacabana,Rio De Janeiro,RJ,,S,2025-04
ALU_f4c8f29970,Ciências Econômicas,5,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_a7f1dd6ddb,Ciência Da Computação,11,Bac Ciência Da Computação,Jardim Botanico,Rio De Janeiro,RJ,,S,2025-04
ALU_2df98c35d0,Administração,6,Bacharelado Em Administração,Botafogo,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_b0c8401b83,Pos-Grad Eng Quim Mater E Proc Ambie,5,Mest Eng Quim Mater E Pro Amb,Centro,Rio De Janeiro,RJ,26-30,S,2025-04
ALU_7ed89bde86,Direito,7,Bacharelado Em Direito,Jacarepagua,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_ac60667d1d,Direito,4,Bacharelado Em Direito,Leblon,Rio De Janeiro,RJ,,S,2025-04
ALU_3a29c167f5,Pos-Graduacao Em Comunicacao Social,3,Mestr Em Comunicacao Social,Humaita,Rio De Janeiro,RJ,,S,2025-04
ALU_6bfe63ac8c,Direito,5,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_d18843a2b9,Jornalismo,5,Bacharelado Em Jornalismo,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_3275ff80a5,Pos-Graduacao Em Design,5,Mestrado Em Design,Gavea,Rio De Janeiro,RJ,,S,2025-04
ALU_3649d175ba,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Lagoa Rodrigo De Freitas,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_714eec06e8,Design,4,Bacharelado Em Design,Santa Teresa,Rio De Janeiro,RJ,,S,2025-04
ALU_d47a3c09e1,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Leme,Rio De Janeiro,RJ,,S,2025-04
ALU_b6ba1e3361,Ciências Econômicas,15,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-04
ALU_d623d1839a,Direito,3,Bacharelado Em Direito,Campo Grande,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_14df72d126,Direito,3,Bacharelado Em Direito,Centro,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_c5dd747633,Direito,16,Bacharelado Em Direito,Jardim Meriti,Sao Joao De Meriti,RJ,30+,S,2025-04
ALU_b48a7f1c11,Ciência Da Computação,3,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_28aec81818,Engenharia,8,Bac Engenharia De Computação,Copacabana,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_d410c8563a,Psicologia,6,Bacharelado Em Psicologia,Pechincha,Rio De Janeiro,RJ,,S,2025-04
ALU_2f34cce700,Administração,7,Bacharelado Em Administração,Lagoa,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_79ee0b7be1,Psicologia,5,Bacharelado Em Psicologia,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_5a1ce48e68,Arquitetura E Urbanismo,4,Bac Arquitetura E Urbanismo,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_c69ecb5d23,Design,5,Bacharelado Em Design,Nova Iguacu,Rio De Janeiro,RJ,,S,2025-04
ALU_753f7e1c1b,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_480472fba2,Engenharia,12,Bac Engenharia De Computação,Leblon,Rio De Janeiro,RJ,,S,2025-04
ALU_fa6221dc44,Direito,11,Bacharelado Em Direito,Ipanema,Rio De Janeiro,RJ,,S,2025-04
ALU_cb99cf0d78,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Maio,Nova Iguacu,RJ,20-22,S,2025-04
ALU_f3dcc6fd05,Administração,3,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,,S,2025-04
ALU_f9abc9b586,Nutriçao,5,Bacharelado Em Nutriçao,Lins De Vasconcelos,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_239bc7b029,Pos-Graduacao Em Engenharia Civil,3,Mestrado Em Engenharia Civil,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-04
ALU_c8fcfc3a26,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Copacabana ,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_e8d4c49254,Ciências Econômicas,3,Bac Em Ciências Econômicas,Penha,Rio De Janeiro,RJ,26-30,S,2025-04
ALU_0f6acf5d55,Serviço Social,3,Bac Serviço Social,Barreto,Rio De Janeiro,RJ,,S,2025-04
ALU_6f780e0461,Relacões Internacionais,8,Bac Relacões Internacionais,Tijuca,Rio De Janeiro,RJ,,S,2025-04
ALU_10ff2c1e02,Relacões Internacionais,3,Bac Relacões Internacionais,Gavea,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_de9a63e923,Administração,4,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,,S,2025-04
ALU_d076bb25bc,Engenharia,17,Bac Em Engenharia De Produção,Barra,Rio De Janeiro,RJ,26-30,S,2025-04
ALU_4fafaf0d09,Ciências Econômicas,10,Bac Em Ciências Econômicas,Todos Os Santos,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_1d7051f32a,Direito,6,Bacharelado Em Direito,Lagoa,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_781dba9ac1,Direito,6,Bacharelado Em Direito,Pilares,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_b705d39aab,Administração,9,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,20-22,N,2025-04
ALU_9624d6ec28,Psicologia,10,Bacharelado Em Psicologia,Gavea,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_f0f260ef4a,Design,9,Bacharelado Em Design,Jardim Botanico,Rio De Janeiro,RJ,,S,2025-04
ALU_30d47f0bf9,Neurociências,9,Bacharelado Em Neurociências,Flamengo,Rio De Janeiro,RJ,30+,S,2025-04
ALU_abce931b9e,Design,8,Bacharelado Em Design,Cidade De Deus,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_422ed1756d,Psicologia,5,Bacharelado Em Psicologia,Itanhaga,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_0d426e98aa,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Largo Da Batalha,Niteroi,RJ,20-22,S,2025-04
ALU_06a40ef15b,Estudos De Mídia,3,Bacharelado Estudos De Mídia,Humaita,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_eaee0f232d,Ciências Econômicas,7,Bac Em Ciências Econômicas,Copacabana,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_db821378f2,Psicologia,5,Bacharelado Em Psicologia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-04
ALU_782668c211,Psicologia,11,Bacharelado Em Psicologia,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_f44a25de68,Relacões Internacionais,6,Bac Relacões Internacionais,Coacu,Eusebio,CE,20-22,S,2025-04
ALU_761f785def,S/E - Sem Especificacao,3,,Copacabana,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_679f652125,Pos-Grad Em Arquitetura,3,Mestrado Em Arquitetura,Gavea,Rio De Janeiro,RJ,,S,2025-04
ALU_3c86b07713,Design,11,Bacharelado Em Design,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-04
ALU_126248d075,Ciência Da Computação,3,Bac Ciência Da Computação,Jacarepagua,Rio De Janeiro,RJ,,S,2025-04
ALU_e67e80343f,Ciências Econômicas,7,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2025-04
ALU_9ea827d472,Ciências Econômicas,5,Bac Em Ciências Econômicas,Pechincha,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_25fc37a2f8,Administração,9,Bacharelado Em Administração,Leblon,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_1cedcd5f74,Ciência Da Computação,5,Bac Ciência Da Computação,Copacabana,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_570362cf8d,S/E - Sem Especificacao,4,,,Lenzburg,RJ,,S,2025-04
ALU_3c52e51202,Administração,7,Bacharelado Em Administração,Lagoa,Rio De Janeiro,RJ,30+,S,2025-04
ALU_18e48988b5,Engenharia,13,Bac Em Engenharia De Produção,Urca,Rio De Janeiro,RJ,23-25,N,2025-04
ALU_afda618b8d,Relacões Internacionais,12,Bac Relacões Internacionais,Conego,Nova Friburgo,RJ,,S,2025-04
ALU_08f2458b29,Estudos De Mídia,8,Bacharelado Estudos De Mídia,Grajau,Rio De Janeiro,RJ,,S,2025-04
ALU_8c319b96b5,Psicologia,6,Bacharelado Em Psicologia,Realengo,Rio De Janeiro,RJ,23-25,S,2025-04
ALU_4f7766e68b,Psicologia,7,Bacharelado Em Psicologia,Ouro Verde,Nova Iguaçu,RJ,23-25,S,2025-04
ALU_f4134e9bd9,Direito,6,Bacharelado Em Direito,Rocinha,Rio De Janeiro,RJ,20-22,S,2025-05
ALU_164ba5290c,Direito,8,Bacharelado Em Direito,Estrada Da Gávea,Rio De Janeiro,RJ,23-25,S,2025-05
ALU_2f8ee5a1ec,Pos-Grad Em Arquitetura,3,Mestrado Em Arquitetura,Copacabana,Rio De Janeiro,RJ,30+,S,2025-05
ALU_b185590a89,Psicologia,6,Bacharelado Em Psicologia,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2025-05
ALU_4b56d38ee2,Design,5,Bacharelado Em Design,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2025-05
ALU_eebb4f6307,Psicologia,9,Bacharelado Em Psicologia,Jardim Botânico,Rio De Janeiro,RJ,23-25,S,2025-05
ALU_ffe1acf0de,Design,6,Bacharelado Em Design,Gávea,Rio De Janeiro,RJ,20-22,S,2025-05
ALU_9b5a1d4991,Design,6,Bacharelado Em Design,Bangu,Rio De Janeiro,RJ,20-22,S,2025-05
